1599,3013,3206,3280,2368,3262,1906,1936,1262, 811, 659, 804
1606,3010,3200,3279,2368,3261,1906,1937,1262, 812, 656, 804
1597,3007,3201,3280,2368,3265,1905,1934,1261, 810, 660, 803
1600,3010,3200,3280,2370,3259,1906,1933,1260, 809, 654, 804
1600,3020,3203,3277,2374,3255,1905,1939,1261, 808, 660, 804
1600,3017,3191,3278,2369,3258,1908,1934,1261, 809, 660, 803
1601,3007,3200,3280,2369,3260,1908,1932,1259, 810, 660, 804
1591,3007,3200,3280,2368,3264,1908,1931,1259, 808, 659, 806
1601,3006,3200,3280,2368,3264,1904,1930,1261, 808, 660, 802
1597,3012,3208,3277,2374,3262,1908,1930,1258, 805, 658, 805
1599,3016,3203,3279,2368,3251,1906,1940,1260, 806, 659, 804
1600,3016,3199,3282,2369,3258,1908,1931,1260, 806, 661, 804
1599,3006,3200,3280,2368,3259,1907,1932,1257, 806, 661, 804
1596,3012,3201,3282,2374,3257,1907,1930,1258, 811, 658, 806
1598,3011,3202,3279,2367,3260,1914,1930,1259, 810, 660, 806
1596,3009,3201,3280,2366,3261,1908,1929,1257, 810, 659, 805
1597,3010,3201,3282,2368,3260,1908,1928,1258, 809, 658, 806
1598,3017,3203,3280,2371,3258,1914,1929,1258, 808, 659, 805
1596,3007,3200,3284,2369,3264,1911,1928,1257, 798, 660, 805
1594,3012,3206,3281,2374,3257,1907,1927,1258, 804, 660, 806
1594,3012,3208,3277,2373,3258,1907,1923,1255, 805, 659, 806
1598,3016,3204,3277,2374,3257,1907,1935,1258, 798, 660, 805
1596,3009,3208,3281,2374,3259,1910,1925,1258, 793, 659, 807
1597,3006,3205,3282,2368,3255,1902,1926,1257, 801, 660, 806
1597,3010,3205,3280,2368,3260,1906,1925,1259, 792, 662, 805
1596,3012,3207,3282,2374,3260,1908,1926,1257, 804, 660, 806
1597,3006,3206,3274,2368,3263,1909,1926,1257, 802, 661, 804
1596,3010,3205,3281,2370,3255,1908,1924,1256, 803, 659, 804
1600,3015,3204,3279,2369,3258,1907,1925,1257, 807, 659, 805
1596,3009,3206,3279,2369,3258,1908,1932,1258, 805, 659, 804
1597,3010,3210,3276,2370,3260,1908,1924,1256, 805, 662, 805
1596,3010,3204,3279,2369,3264,1910,1921,1259, 805, 659, 806
1600,3010,3205,3282,2368,3256,1908,1923,1256, 807, 660, 806
1594,3012,3210,3277,2374,3255,1910,1924,1255, 803, 663, 809
1593,3010,3206,3280,2367,3265,1909,1922,1256, 803, 660, 806
1597,3016,3207,3279,2368,3264,1908,1929,1256, 806, 660, 805
1601,3008,3207,3284,2368,3265,1909,1922,1256, 806, 662, 807
1597,3012,3212,3277,2373,3257,1910,1921,1256, 804, 659, 807
