225, 185, 188, 187, 220, 187, 219, 264, 216, 595, 798,1050
 223, 185, 188, 187, 220, 187, 213, 269, 217, 595, 800,1048
 224, 186, 185, 187, 220, 187, 213, 268, 218, 597, 795,1052
 222, 186, 188, 187, 220, 187, 219, 266, 209, 599, 802,1053
 223, 188, 187, 188, 219, 187, 213, 265, 217, 590, 801,1054
 224, 184, 186, 188, 226, 186, 215, 264, 217, 596, 800,1052
 221, 190, 187, 187, 220, 186, 220, 265, 216, 596, 799,1051
 225, 185, 188, 187, 221, 186, 212, 271, 217, 599, 800,1052
 223, 185, 188, 188, 220, 193, 213, 265, 217, 601, 805,1056
 215, 187, 186, 189, 221, 186, 212, 267, 217, 602, 804,1058
 225, 186, 187, 193, 220, 187, 215, 265, 218, 593, 802,1054
 226, 185, 187, 188, 220, 187, 214, 267, 217, 596, 791,1051
 224, 185, 187, 187, 219, 187, 218, 265, 218, 595, 798,1049
 224, 191, 188, 187, 220, 185, 213, 270, 218, 596, 798,1050
 226, 184, 186, 188, 220, 186, 212, 265, 217, 598, 799,1052
 225, 186, 186, 194, 226, 186, 212, 266, 218, 599, 800,1055
 227, 184, 187, 189, 220, 186, 212, 265, 216, 599, 798,1052
 226, 184, 186, 189, 219, 185, 212, 265, 217, 596, 798,1042
 224, 186, 188, 187, 225, 187, 212, 257, 217, 598, 798,1053
 220, 187, 192, 188, 221, 187, 213, 265, 216, 599, 801,1058
 225, 186, 187, 178, 226, 188, 215, 264, 210, 600, 804,1060
 224, 186, 187, 193, 220, 185, 213, 267, 218, 604, 805,1057
 227, 184, 187, 189, 220, 186, 213, 265, 218, 597, 797,1048
 225, 185, 186, 188, 219, 186, 213, 265, 216, 597, 795,1052
 224, 192, 187, 188, 227, 186, 219, 265, 219, 597, 797,1050
 230, 186, 179, 188, 219, 193, 214, 265, 217, 597, 806,1053
 226, 185, 187, 187, 222, 187, 220, 267, 217, 597, 801,1054
 226, 191, 188, 187, 226, 186, 218, 265, 218, 597, 802,1050
 224, 185, 186, 187, 220, 187, 212, 267, 220, 597, 798,1047
 223, 186, 194, 188, 227, 186, 213, 265, 218, 597, 801,1056
 224, 186, 193, 188, 227, 186, 213, 265, 217, 599, 805,1058
 227, 192, 188, 187, 227, 186, 212, 272, 218, 602, 800,1058
 231, 183, 187, 188, 210, 192, 213, 265, 217, 601, 806,1055
 224, 187, 188, 194, 220, 186, 214, 265, 216, 600, 789,1050
 224, 191, 192, 187, 226, 186, 213, 269, 217, 594, 797,1048
 222, 186, 186, 192, 226, 186, 213, 266, 212, 598, 797,1052
 224, 187, 186, 194, 220, 186, 214, 265, 218, 602, 801,1046
 225, 192, 188, 188, 227, 188, 216, 270, 218, 597, 800,1052
 224, 185, 186, 188, 221, 193, 214, 264, 218, 596, 797,1051
 224, 187, 187, 188, 220, 178, 214, 264, 218, 592, 800,1054
 224, 180, 187, 189, 220, 192, 215, 264, 217, 602, 803,1056
 226, 186, 188, 188, 220, 187, 218, 265, 217, 602, 804,1061
 225, 186, 188, 191, 220, 187, 217, 270, 218, 599, 802,1056
 224, 185, 187, 187, 224, 187, 212, 267, 217, 593, 797,1049
 224, 185, 188, 187, 220, 188, 219, 265, 218, 595, 796,1048
 223, 188, 186, 188, 219, 178, 213, 264, 217, 598, 799,1052
 227, 186, 186, 192, 227, 187, 215, 265, 217, 593, 800,1054
 226, 185, 188, 188, 220, 186, 219, 265, 216, 599, 798,1054
 225, 185, 188, 187, 221, 186, 213, 270, 218, 592, 798,1053
 227, 184, 186, 187, 219, 193, 213, 264, 219, 600, 800,1051
 224, 185, 186, 188, 221, 186, 212, 267, 217, 600, 803,1056
 225, 186, 181, 189, 220, 187, 215, 265, 217, 602, 804,1060
 226, 185, 187, 187, 220, 176, 213, 268, 217, 599, 803,1058
 224, 186, 188, 188, 220, 188, 218, 265, 218, 595, 796,1053
 225, 191, 188, 188, 221, 186, 213, 270, 220, 598, 798,1048
 225, 178, 187, 188, 220, 186, 212, 264, 217, 597, 799,1052
 223, 185, 186, 193, 231, 187, 213, 266, 218, 599, 800,1053
 226, 185, 190, 188, 218, 186, 212, 266, 218, 596, 799,1050
 225, 183, 186, 189, 220, 185, 206, 265, 217, 597, 797,1050
 223, 186, 187, 187, 224, 187, 213, 261, 216, 589, 795,1050
 214, 187, 193, 188, 221, 187, 213, 264, 216, 599, 800,1054
 224, 182, 186, 188, 226, 186, 215, 265, 217, 602, 804,1057
 224, 184, 185, 193, 226, 187, 212, 266, 217, 604, 804,1058
 225, 185, 187, 189, 219, 187, 212, 267, 216, 596, 798,1052
 226, 184, 187, 188, 220, 186, 213, 264, 216, 595, 794,1050
 224, 192, 186, 187, 226, 186, 218, 264, 216, 597, 799,1049
 230, 184, 187, 188, 219, 193, 214, 265, 217, 598, 804,1053
 226, 189, 187, 187, 219, 187, 218, 266, 217, 596, 804,1050
 224, 196, 187, 187, 227, 186, 218, 265, 217, 597, 802,1050
 215, 185, 187, 188, 220, 187, 205, 267, 218, 597, 800,1051
 223, 179, 193, 187, 228, 185, 212, 266, 217, 598, 801,1057
 225, 186, 193, 188, 226, 186, 213, 265, 216, 599, 805,1058
 227, 192, 188, 192, 227, 186, 212, 270, 217, 598, 802,1054
 230, 184, 186, 188, 219, 193, 212, 265, 217, 593, 799,1050
 224, 187, 186, 193, 220, 186, 214, 265, 216, 600, 799,1050
 225, 196, 188, 188, 226, 186, 213, 271, 218, 590, 801,1052
 223, 186, 187, 187, 224, 187, 212, 267, 216, 596, 796,1054
 225, 187, 186, 194, 220, 192, 214, 264, 218, 600, 797,1050
 225, 192, 179, 187, 230, 187, 212, 270, 217, 596, 801,1050
 225, 185, 186, 189, 220, 193, 214, 265, 217, 598, 803,1056
 226, 187, 186, 188, 220, 187, 214, 265, 218, 596, 801,1056
 224, 186, 187, 184, 221, 193, 215, 265, 216, 594, 794,1048
 225, 184, 188, 188, 219, 186, 218, 263, 216, 597, 797,1048
 224, 186, 188, 186, 221, 186, 213, 271, 217, 597, 804,1052
 225, 186, 186, 188, 220, 187, 212, 267, 218, 597, 798,1050
 224, 185, 188, 188, 220, 187, 219, 265, 218, 594, 798,1048
 222, 188, 187, 188, 219, 187, 213, 264, 218, 594, 800,1051
 223, 186, 187, 193, 226, 179, 215, 264, 217, 600, 802,1056
 232, 186, 189, 178, 220, 186, 219, 266, 217, 601, 806,1057
 226, 185, 188, 188, 220, 187, 213, 270, 218, 596, 797,1051
 225, 186, 192, 188, 218, 193, 214, 265, 217, 592, 797,1048
 225, 186, 186, 189, 220, 188, 206, 266, 217, 594, 797,1048
